scraped_at,url,sector,commodity,Title,author,date,body,summary,tag
2026-02-17T15:54:57.834917,https://www.producer.com/daily/u-s-grains-soy-futures-pull-back-as-brazil-harvest-advances/,Cereals,Wheat,U.S. grains: Soy futures pull back as Brazil harvest advances,Julie Ingwersen,"Published: February 9, 2026","Chicago | Reuters – U.S. soybean futures fell on Monday on profit taking after a rally last week drove prices to a two-month high well above $11 a bushel, tied to U.S. President Donald Trump’s remarks that China may buy more beans from the United States. The expanding harvest of a record-large Brazilian soybean crop added to bearish sentiment, analysts said. Chicago Board of Trade March soybean futures SH26 settled down 4-1/2 cents at $11.10-3/4 per bushel, retreating from Friday’s high of $11.37-3/4, the contract’s highest level since early December. ADVERTISEMENT Read Also Spain detects first swine fever cases outside initial Barcelona outbreak zone Two African swine fever cases have been detected in Spain among wild boar for the first time outside an original outbreak area near Barcelona, prompting additional restrictions on the movement of people and livestock, regional authorities in Catalonia said on Friday. But CBOT soyoil futures bucked the lower trend, rising more than two per cent after the U.S. and India released an interim framework for a trade deal that could lower barriers to Indian imports of U.S. soyoil. Corn and wheat futures drifted lower amid a lack of supportive news. CBOT March corn CH26 ended down 1-1/2 cents at $4.28-3/4 a bushel and March wheat WH26 finished down 1 cent at $5.28-3/4 a bushel. Last week’s surge in soybean futures, tied to hopes for fresh purchases by China, unleashed a wave of cash soybean sales by U.S. farmers that helped knock futures off their highs by Friday. Soybeans had risen last week after Trump said China was considering raising U.S. soybean purchases to 20 million metric tons for the current season. But dealers remain skeptical as higher prices make it uneconomical for China to purchase U.S. beans. The focus by Monday appeared to shift back to Brazil, the world’s top soy supplier, where growers had harvested 16 per cent of the soybean crop as of last Thursday, agribusiness consultancy AgRural said. That was just above the 15 per cent level reported a year earlier. “A lot of this has to do with the Brazilian harvest getting into full tilt,” said Tom Fritz, a partner with Chicago-based EFG Group. Ahead of the U.S. Department of Agriculture’s monthly world supply-demand report on Tuesday, analysts surveyed by Reuters on average expected the agency to raise its estimate of Brazil’s soybean harvest to 179.4 million metric tons, from its previous forecast of 178 million, already an all-time high. Brazilian crop supply agency Conab is scheduled to release its own production estimates on Thursday. ADVERTISEMENT Traders shrugged off news from the USDA on Monday confirming private sales of 264,000 metric tons of U.S. soybeans to China. “U.S.-China soybean trade appears to be running out of steam with that growing supply pressure out of South America ever-present,” said Sean Hickey, an analyst at Bendigo Bank Agribusiness. -Additional reporting by Ella Cao and Lewis Jackson in Beijing and Michael Hogan in Hamburg ",N/A,"Markets,reuters"
2026-02-17T15:55:51.126084,https://www.producer.com/daily/large-prairie-crops-lead-to-increased-december-stocks/,Cereals,Barley,Large Prairie crops lead to increased December stocks,Phil Franz-Warkentin,"Published: February 6, 2026","Glacier FarmMedia — Bumper crops in Western Canada led to larger stocks of wheat, canola, barley and oats in the country as of Dec. 31, 2025, according to the latest stocks of principal field crops data from Statistics Canada , released Feb. 6. However, reduced production for soybeans and corn, grown primarily in Eastern Canada, cut into supplies of those commodities. Wheat • Total Canadian wheat stocks as of Dec. 31 of 27.5 million tonnes were up by 5.9 per cent from the same point the previous year, and well above the five-year average of 23.6 million tonnes. ADVERTISEMENT Read Also Canadian agriculture must be seen as growth sector: Blois Agriculture must be pushed as a sector of expansion and investment opportunity in Canada said Kody Blois ahead of the Future of Food conference in Ottawa on Feb. 9. • On-farm stocks at 24.1 million tonnes were up 7.2 per cent on the year, while commercial stocks were down 2.7 per cent at 3.4 million tonnes. • Of the total, durum stocks were up by 18.5 per cent on the year at 5.3 million tonnes. Canola • Canola stocks as of Dec. 31, 2025, were up 18.8 per cent on the year at 15.6 million tonnes. On-farm stocks were up 21.2 per cent at 14.3 million tonnes, while commercial stocks dipped by 7.4 per cent at 1.3 million tonnes. • StatCan linked the larger canola supplies to increased production and a sharp drop 36.1 per cent drop in exports due to Chinese tariffs. Barley • Barley stocks were up 16.7 per cent on the year at 5.7 million tonnes. That compares with the five-year average of 4.8 million tonnes. ADVERTISEMENT Pulses • Lentil stocks of just under three million tonnes were roughly double what was on hand at the same point the previous year. • Pea stocks were 77.5 per cent higher on the year, at 3.0 million tonnes. Corn/soybeans • Corn stocks were down 3.3 per cent from the same point a year ago, at 10.9 million tonnes. • Soybeans stocks were 26.6 per cent lower on the year at 3.2 million tonnes. ",N/A,"Markets,News"
2026-02-17T15:58:35.672399,https://www.producer.com/daily/feed-grain-weekly-barley-still-the-king-of-canadian-feed-grains/,Cereals,Barley,Feed Grain Weekly: Barley still the king of Canadian feed grains,Adam Peleshaty,"Published: January 22, 2026","Glacier FarmMedia — Feed barley prices are strengthening due to export demand, said an Alberta-based grain marketer. Brandon Motz, owner and manager of CorNine Commodities in Lacombe, Alta., said prices for feed barley rose to C$270 to C$272 per tonne delivered in Lethbridge as of Jan. 19, compared to C$260 to C$265 in the previous week. He added that recent strong sales have lifted prices at the right time. “Barley needs at the feedlots still remain lower. Demand is not super high on the feedlot side. It’s allowed exports to come in and pick up some of that slack on the barley side,” Motz said. “We expect export demand to remain for the next several weeks, in terms to being able to post a competitive bid. Unless more business gets put on and it might last a bit longer.” ADVERTISEMENT Read Also Feed Grain Weekly: Corn affecting barley prices in Lethbridge Corn imports entering Lethbridge have lowered prices for feed barley compared to those in Edmonton. He added that export demand for feed grains is not abnormal for this time of year and that much of the feed barley exported is going to Japan. Meanwhile, a large corn crop in the United States is making corn imports more appealing to buyers, but prices are still not at parity with feed barley. ADVERTISEMENT “Corn (prices in) Lethbridge would be barley’s ceiling. Not everybody want to feed with corn, but corn is C$280 to C$283 in Lethbridge,” Motz said. “There are still guys that are feeding corn, but for the most part, barley is still the main source for feed today. If barley starts to run away, corn will become the default … From a dollars and cents perspective, it would be an easy switch.” Agriculture and Agri-Food Canada released its January principal field crops outlook on Jan. 21, which included initial projections for the 2026-27 crop year. Seeded area for barley is set to increase by six per cent at 2.635 million hectares, but a return to average yields will see production decline by 13.1 per cent at 8.45 million tonnes. Prairie Ag Hotwire reported delivered feed barley prices in Alberta ranged from C$4.50 to C$5.88 per bushel as of Jan. 21, steady from the past month. In Saskatchewan, prices were from C$4.50 to C$4.90/bu. (up 15 cents from the past month) and in Manitoba, prices were C$4.50 to C$4.64/bu. (up 11 cents). For feed wheat, delivered prices in Alberta ranged from C$5.85 to C$7.48/bu. (down 14 cents). In Saskatchewan, a bid of C$6.88 was reported (steady) and in Manitoba, C$5.82 was reported (up 13 cents). ",N/A,"Crop Management,Markets"
2026-02-17T15:59:21.945523,https://www.producer.com/daily/feed-grain-weekly-corn-affecting-barley-prices-in-lethbridge/,Cereals,Barley,Feed Grain Weekly: Corn affecting barley prices in Lethbridge,Adam Peleshaty,Published: 5 days ago,"Glacier FarmMedia – Feed barley prices in Alberta are not in sync as less expensive corn imports from the United States enter Lethbridge-area feedlots. Susanne Leclerc of Market Master Ltd. in Edmonton said there is a wide gap between March prices in Edmonton and Lethbridge due to the amount of corn coming into the southern half of the province. However, the discrepancy is narrowing for April delivery. “Elevators are paying C$5.70 (per bushel for feed barley) delivered in the Edmonton region, and when you take the feed barley price picked up in the Lethbridge region, it would only be C$5.10, C$5.15 in the March timeframe picked up in the yard,” Leclerc explained. ADVERTISEMENT Read Also U.S. grains: Soybeans turn higher as traders weigh China demand; wheat climbs Chicago | Reuters – Chicago soybean futures turned higher on Wednesday on technical buying and continued hopes of stronger Chinese… “It seems like if we look into April, they’re starting to match. So it will be interesting to see if they get closer or not, because there is more corn coming into the Lethbridge area.” Strong export programs at elevators for feed barley are keeping prices elevated, she added, diminishing the grain’s market advantage over corn. Leclerc also said mild weather and higher prices have resulted in increased grain movement. More markets coverage : World’s winter wheat crops look good for now “More people are taking advantage of the markets that are there,” she said. ADVERTISEMENT Other grains are also making their way into feedlots to fulfill their feed ratios. “We’re seeing some more wheat being picked up by feedlots,” Leclerc said. “We’re seeing more demand for feed pulses like feed peas and fabas. There is still a lot of demand for feed oats.” Feed grain prices should start to see their perennial spring rallies at around April, she added. Delivered feed barley prices in Alberta ranged from C$4.90 to C$5.88/bu., down four cents from the previous week, said Prairie Ag Hotwire on Feb. 11. Those in Manitoba were from C$4.60 to C$4.61, down two cents, while a price of C$5.00 was reported in Saskatchewan, unchanged from the week before. For feed wheat, delivered prices in Alberta ranged from C$6.31 to C$7.59/bu., down three cents from seven days earlier. Manitoba reported a price of C$5.86, while Saskatchewan had a price of C$7.00, with both unchanged. ",N/A,"cereals,Markets"
2026-02-17T15:59:57.139223,https://www.producer.com/daily/agriculture-canada-expects-farmers-to-plant-more-canola-less-pulses-in-2026-27/,Cereals,Barley,"Agriculture Canada expects farmers to plant more canola, less pulses in 2026/27",Phil Franz-Warkentin,"Published: January 21, 2026","Glacier FarmMedia — Canadian farmers will plant more canola in 2026/27, while lowering their pulse and special crop area, according to the first supply/demand estimates from Agriculture and Agri-Food Canada for the upcoming marketing year, released Jan. 21. Production for most Western Canadian crops is expected to be down on the year, given a return to average yields. Meanwhile, corn and soybeans are forecast to see production increases. Crop rotations, moisture conditions, price expectations and input costs/availability will be the main factors determining seeding decisions, said AAFC. “Additionally, heightened uncertainty surrounding international trade is expected to play a role in shaping planting strategies this year,” said the government agency. ADVERTISEMENT Read Also Feed Grain Weekly: Corn affecting barley prices in Lethbridge Corn imports entering Lethbridge have lowered prices for feed barley compared to those in Edmonton. Wheat Wheat area is projected to decrease 0.3 per cent, at 10.937 million hectares. Of that total, durum area is expected to decline to 2.461 million hectares, from 2.643 million in 2025/26, while other wheat will increase 2.2 per cent to 8.476 million hectares. A return to average yields would see total wheat production down 12.5 per cent on the year, at 34.979 million tonnes. Wheat ending stocks are forecast to dip to 5.700 million tonnes by the close of the 2026/27 marketing year, which compares with an estimated carryout of 7.5 million tonnes projected for 2025/26. Canola Planted canola area is forecast to be up 1.9 per cent on the year, at 8.915 million hectares. ADVERTISEMENT However, production is forecast to decline to 19.200 million tonnes from the record 21.804 million tonnes grown in 2025/26 given a return to average yields. AAFC raised its call for 2025/26 canola exports to 8.200 million tonnes, from an earlier estimate of 8.000 million tonnes. Exports for 2026/27 were forecast at 7.500 million tonnes. Canola ending stocks were estimated at 2.750 million tonnes for the current marketing year and 1.650 million tonnes in 2026/27. Barley/Oats Barley area is forecast to increase 6.1 per cent on the year, to 2.635 million hectares, while total production will dip to 8.450 million tonnes from 9.725 million tonnes the previous year. Oats area is projected to increase by 1.8 per cent, at 1.235 million hectares, with production down 9.4 per cent at 3.550 million tonnes. Peas/Lentils Area planted to peas is forecast to be down 15.5 per cent, at 1.200 million hectares, while lentils are forecast to see a 9.7 per cent reduction in seeded area. ADVERTISEMENT Pea production is forecast to be down by 1.1 million tonnes on the year, at 2.850 million tonnes. Lentil production is expected to see a similar cut to production, at 2.250 million tonnes. Soybeans/Corn A return to average yields in Eastern Canada, after hot and dry conditions hurt corn and soybean yields in 2025/26, is forecast to result in increased production for the two crops. Soybean area is forecast to increase by 2.6 per cent, at 2.401 million hectares, with production rising to 7.600 million tonnes from 6.793 million tonnes in 2025/26. While corn area is expected to be down by 0.7 per cent, at 1.520 million hectares, the early call from AAFC is for production to rise to 15.200 million tonnes from 14.867 million in 2025/26. ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT Grains and oilseeds Production Exports 2026/27 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan All wheat 34.979 39.955 35.939 28.500 28.550 29.220 Durum 5.668 7.135 6.380 5.300 5.350 5.821 Barley 8.450 9.725 8.144 3.040 3.240 2.843 Corn 15.200 14.867 15.345 2.000 2.000 2.776 Oats 3.550 3.920 3.358 2.570 2.570 2.566 Canola 19.200 21.804 19.239 7.500 8.200 9.331 Flaxseed 0.340 0.454 0.258 0.240 0.235 0.225 Soybeans 7.600 6.793 7.568 5.500 5.250 5.421 TOTAL 89.964 98.385 90.424 49.532 50.247 52.537 Domestic Usage Ending Stocks 2026/27 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan All wheat 8.384 8.122 7.969 5.700 7.500 4.112 Durum 0.773 0.786 0.737 1.100 1.500 0.496 Barley 6.160 6.084 5.372 1.000 1.700 1.249 Corn 14.800 14.751 14.759 1.900 1.600 1.584 Oats 1.080 1.046 0.972 0.750 0.830 0.507 Canola 12.900 12.551 11.667 1.650 2.750 1.597 Flaxseed 0.090 0.089 0.071 0.295 0.275 0.134 Soybeans 2.300 2.098 2.461 0.650 0.400 0.505 TOTAL 46.248 45.300 43.639 12.125 15.305 9.830 Pulse and Special Crops Production Exports 2026/27 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan Dry peas 2.850 3.934 2.997 2.700 2.500 2.175 Lentils 2.250 3.363 2.431 2.200 2.100 1.821 Dry beans 0.375 0.438 0.424 0.385 0.380 0.402 Chickpeas 0.260 0.482 0.287 0.200 0.200 0.209 Mustard 0.135 0.140 0.192 0.095 0.095 0.091 Canaryseed 0.135 0.235 0.185 0.135 0.135 0.133 Sunflower 0.065 0.069 0.051 0.035 0.035 0.036 TOTAL 6.070 8.661 6.568 5.750 5.445 4.868 Domestic Usage Ending Stocks 2025/26 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan Dry peas 0.680 0.678 0.671 0.755 1.265 0.489 Lentils 0.350 0.352 0.350 1.310 1.535 0.549 Dry beans 0.075 0.073 0.073 0.080 0.095 0.040 Chickpeas 0.090 0.089 0.088 0.305 0.295 0.062 Mustard 0.054 0.052 0.054 0.140 0.145 0.143 Canaryseed 0.015 0.014 0.012 0.155 0.170 0.084 Sunflower 0.065 0.065 0.065 0.135 0.145 0.151 TOTAL 1.329 1.323 1.314 2.880 3.650 1.518 ",N/A,Markets
2026-02-17T16:00:37.594923,https://www.producer.com/daily/france-raises-winter-soft-wheat-and-rapeseed-planting-estimates/,Cereals,Barley,France raises winter soft wheat and rapeseed planting estimates,Gus Trompiz,"Published: February 10, 2026","Paris | Reuters — France’s farm ministry on Tuesday increased slightly its estimates for sowings of winter soft wheat and winter rapeseed for the 2026 harvest, confirming its expectation of an expanded area for both crops this year. For winter soft wheat, France’s main cereal crop , the ministry now expects the 2026 area to reach 4.59 million hectares (11.3 million acres), up slightly from its initial projection of 4.56 million in December, it said on Tuesday. The revised estimate was up 2.8 per cent from the area harvested in 2025, though 0.3 per cent below the average of the past five years, the ministry said in a report. ADVERTISEMENT Read Also Spain detects first swine fever cases outside initial Barcelona outbreak zone Two African swine fever cases have been detected in Spain among wild boar for the first time outside an original outbreak area near Barcelona, prompting additional restrictions on the movement of people and livestock, regional authorities in Catalonia said on Friday. For winter rapeseed, the country’s largest oilseed crop, it raised its estimate for this year’s area to 1.37 million hectares (3.39 million acres) from 1.34 million projected in December. That was now eight per cent above the 2025 area and 11.6 per cent above the five-year average. Analysts have anticipated an increase in rapeseed planting in France and across Europe given more favourable prices than for cereals, as well as strong yields in last summer’s harvest. Favourable autumn weather had also raised expectations that the soft wheat area would hold steady, despite falling prices. ADVERTISEMENT Among other winter crops, the ministry pegged the 2026 winter barley area at 1.26 million hectares (3.11 million acres), compared to 1.23 million previously and up 5.3 per cent on the year. For winter durum wheat, however, the estimated 2026 area was reduced slightly, to 196,000 hectares (484,327 acres) from 199,000 forecast in December. That left the projected area marginally below last year’s level and nearly 16 per cent below the five-year average. Wheat and rapeseed are almost entirely sown as winter crops in France, whereas barley production includes a significant portion of spring-grown crop. Winter crops were generally in good condition so far, the ministry added. ",N/A,"Markets,reuters"
2026-02-17T16:08:52.642436,https://www.producer.com/daily/fmc-canada-unveils-2026-crop-protection-roster/,Cereals,Oats,FMC Canada unveils 2026 crop protection roster,Jeff Melchior,"Published: January 16, 2026","FMC Canada’s crop protection lineup for 2026 will include four products marketed for control of kochia . Avireo is a pre-seed/pre-emergent herbicide combining Group 27 and Group 14 active ingredients. FMC promotes it as the first product of its kind in Western Canada. Avireo targets such broadleaf weeds like Group 2, 4 and 9 herbicide-resistant kochia , Group 2 and 4 herbicide-resistant cleavers, volunteer canola and others. ADVERTISEMENT Read Also Pea, lentil outlooks have some positive signals – Penner As pulse growers consider what to plant this spring, Chuck Penner of Leftfield Commodities Research said there is some optimism in the Canadian pulse market. Penner gave a presentation at the Saskatchewan Pulse Growers meeting in Swift Current on Feb. 4. Barricade III is a post-emergent herbicide with a higher-than-normal rate of fluroxypyr for enhanced control of kochia and other troublesome broadleaf weeds. Also claiming kochia control is PrecisionPac CF-18-878 Pro. FMC says the burnoff blend provides extended control of more than 50 broadleaf weed species, among them kochia, narrow-leaved hawk’s-beard, Russian thistle and volunteer canola. It features four modes of action when mixed with glyphosate. Express FT is also marketed for kochia control and others like cleavers and dandelions. The three other crop protection products on the company’s 2026 slate include: ADVERTISEMENT Avoda Pro seed treatment for protection of wheat, barley, oats and rye against seed and soil-borne diseases. Its three active ingredients are tebuconazole, prothioconazoleb and metalaxyl. Focus NXT herbicide — a preseed herbicide formulated with spring wheat growers in the black soil zone in mind. Optimize FXC DS — a soybean innoculant meant to help support early nodulation and crop establishment. ",N/A,Crop Management
2026-02-17T16:09:54.666747,https://www.producer.com/daily/agriculture-canada-expects-farmers-to-plant-more-canola-less-pulses-in-2026-27/,Cereals,Oats,"Agriculture Canada expects farmers to plant more canola, less pulses in 2026/27",Phil Franz-Warkentin,"Published: January 21, 2026","Glacier FarmMedia — Canadian farmers will plant more canola in 2026/27, while lowering their pulse and special crop area, according to the first supply/demand estimates from Agriculture and Agri-Food Canada for the upcoming marketing year, released Jan. 21. Production for most Western Canadian crops is expected to be down on the year, given a return to average yields. Meanwhile, corn and soybeans are forecast to see production increases. Crop rotations, moisture conditions, price expectations and input costs/availability will be the main factors determining seeding decisions, said AAFC. “Additionally, heightened uncertainty surrounding international trade is expected to play a role in shaping planting strategies this year,” said the government agency. ADVERTISEMENT Read Also Feed Grain Weekly: Corn affecting barley prices in Lethbridge Corn imports entering Lethbridge have lowered prices for feed barley compared to those in Edmonton. Wheat Wheat area is projected to decrease 0.3 per cent, at 10.937 million hectares. Of that total, durum area is expected to decline to 2.461 million hectares, from 2.643 million in 2025/26, while other wheat will increase 2.2 per cent to 8.476 million hectares. A return to average yields would see total wheat production down 12.5 per cent on the year, at 34.979 million tonnes. Wheat ending stocks are forecast to dip to 5.700 million tonnes by the close of the 2026/27 marketing year, which compares with an estimated carryout of 7.5 million tonnes projected for 2025/26. Canola Planted canola area is forecast to be up 1.9 per cent on the year, at 8.915 million hectares. ADVERTISEMENT However, production is forecast to decline to 19.200 million tonnes from the record 21.804 million tonnes grown in 2025/26 given a return to average yields. AAFC raised its call for 2025/26 canola exports to 8.200 million tonnes, from an earlier estimate of 8.000 million tonnes. Exports for 2026/27 were forecast at 7.500 million tonnes. Canola ending stocks were estimated at 2.750 million tonnes for the current marketing year and 1.650 million tonnes in 2026/27. Barley/Oats Barley area is forecast to increase 6.1 per cent on the year, to 2.635 million hectares, while total production will dip to 8.450 million tonnes from 9.725 million tonnes the previous year. Oats area is projected to increase by 1.8 per cent, at 1.235 million hectares, with production down 9.4 per cent at 3.550 million tonnes. Peas/Lentils Area planted to peas is forecast to be down 15.5 per cent, at 1.200 million hectares, while lentils are forecast to see a 9.7 per cent reduction in seeded area. ADVERTISEMENT Pea production is forecast to be down by 1.1 million tonnes on the year, at 2.850 million tonnes. Lentil production is expected to see a similar cut to production, at 2.250 million tonnes. Soybeans/Corn A return to average yields in Eastern Canada, after hot and dry conditions hurt corn and soybean yields in 2025/26, is forecast to result in increased production for the two crops. Soybean area is forecast to increase by 2.6 per cent, at 2.401 million hectares, with production rising to 7.600 million tonnes from 6.793 million tonnes in 2025/26. While corn area is expected to be down by 0.7 per cent, at 1.520 million hectares, the early call from AAFC is for production to rise to 15.200 million tonnes from 14.867 million in 2025/26. ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT ADVERTISEMENT Grains and oilseeds Production Exports 2026/27 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan All wheat 34.979 39.955 35.939 28.500 28.550 29.220 Durum 5.668 7.135 6.380 5.300 5.350 5.821 Barley 8.450 9.725 8.144 3.040 3.240 2.843 Corn 15.200 14.867 15.345 2.000 2.000 2.776 Oats 3.550 3.920 3.358 2.570 2.570 2.566 Canola 19.200 21.804 19.239 7.500 8.200 9.331 Flaxseed 0.340 0.454 0.258 0.240 0.235 0.225 Soybeans 7.600 6.793 7.568 5.500 5.250 5.421 TOTAL 89.964 98.385 90.424 49.532 50.247 52.537 Domestic Usage Ending Stocks 2026/27 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan All wheat 8.384 8.122 7.969 5.700 7.500 4.112 Durum 0.773 0.786 0.737 1.100 1.500 0.496 Barley 6.160 6.084 5.372 1.000 1.700 1.249 Corn 14.800 14.751 14.759 1.900 1.600 1.584 Oats 1.080 1.046 0.972 0.750 0.830 0.507 Canola 12.900 12.551 11.667 1.650 2.750 1.597 Flaxseed 0.090 0.089 0.071 0.295 0.275 0.134 Soybeans 2.300 2.098 2.461 0.650 0.400 0.505 TOTAL 46.248 45.300 43.639 12.125 15.305 9.830 Pulse and Special Crops Production Exports 2026/27 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan Dry peas 2.850 3.934 2.997 2.700 2.500 2.175 Lentils 2.250 3.363 2.431 2.200 2.100 1.821 Dry beans 0.375 0.438 0.424 0.385 0.380 0.402 Chickpeas 0.260 0.482 0.287 0.200 0.200 0.209 Mustard 0.135 0.140 0.192 0.095 0.095 0.091 Canaryseed 0.135 0.235 0.185 0.135 0.135 0.133 Sunflower 0.065 0.069 0.051 0.035 0.035 0.036 TOTAL 6.070 8.661 6.568 5.750 5.445 4.868 Domestic Usage Ending Stocks 2025/26 2025/26 2024/25 2026/27 2025/26 2024/25 Jan Jan Dry peas 0.680 0.678 0.671 0.755 1.265 0.489 Lentils 0.350 0.352 0.350 1.310 1.535 0.549 Dry beans 0.075 0.073 0.073 0.080 0.095 0.040 Chickpeas 0.090 0.089 0.088 0.305 0.295 0.062 Mustard 0.054 0.052 0.054 0.140 0.145 0.143 Canaryseed 0.015 0.014 0.012 0.155 0.170 0.084 Sunflower 0.065 0.065 0.065 0.135 0.145 0.151 TOTAL 1.329 1.323 1.314 2.880 3.650 1.518 ",N/A,Markets
2026-02-17T16:12:05.423719,https://www.producer.com/daily/u-s-grains-soybeans-rise-on-export-optimism-corn-wheat-nearly-flat/,Cereals,Corn,"U.S. grains: Soybeans rise on export optimism; corn, wheat nearly flat",Julie Ingwersen,"Published: February 10, 2026","Chicago | Reuters – Chicago soybean futures rose about one per cent on Tuesday on optimism about demand for U.S. supplies, analysts said, but stayed below a two-month high set last week. Corn settled flat to firmer after the U.S. Department of Agriculture in a monthly report raised its forecast of U.S. corn exports for the current marketing year, while wheat futures ended fractionally lower. Chicago Board of Trade March soybean futures SH26 settled up 11-3/4 cents at $11.22-1/2 per bushel. The contract had reached $11.37-3/4 last week, its highest level in two months. ADVERTISEMENT Read Also Spain detects first swine fever cases outside initial Barcelona outbreak zone Two African swine fever cases have been detected in Spain among wild boar for the first time outside an original outbreak area near Barcelona, prompting additional restrictions on the movement of people and livestock, regional authorities in Catalonia said on Friday. CBOT March corn CH26 ended unchanged at $4.28-3/4 a bushel while May corn CK26 closed up 1/4 cent at $4.37-1/4. CBOT March wheat WH26 finished down 1/2 cent at $5.28-1/4 a bushel. Soybeans rose despite bearish data in the USDA’s monthly supply-demand report. The agency raised its estimate of soybean production in Brazil, the world’s top supplier of the oilseed, to 180 million metric tons, up from its previous estimate of 178 million and above an average of analyst estimates for 179.39 million. The USDA left its forecast of U.S. soybean stocks remaining at the end of the current marketing year unchanged at 350 million bushels. Some brokers remain optimistic that U.S. soybean exports will increase, potentially tightening end-year inventories, in light of U.S. President Donald Trump’s remark last week that China had increased its target for U.S. soybean purchases under a trade truce. “China is reported to be considering buying more U.S. soybeans,” the USDA said in the text of its report. “They (traders) believe that the ending stocks are going to come down, from the administration trying to be pro-demand from China,” said Don Roose, president of Iowa-based U.S. Commodities. Meanwhile, CBOT soyoil futures hit contract highs across the board, buoyed this week by optimism about demand from the biofuels sector as well as a U.S.-India trade pact that could spur export business. Corn and wheat futures sputtered, anchored by abundant global supplies. The USDA raised its forecast for U.S. 2025/26 wheat ending stocks, bucking trade expectations for a cut. The government attributed the higher wheat stocks forecast to a reduction in demand from domestic flour millers. ADVERTISEMENT For corn, the USDA raised its estimate of U.S. 2025/26 exports by 100 million bushels and cut its forecast of corn ending stocks by the same amount. In Western Europe, France’s agriculture ministry raised its 2026 sowing estimate for the country’s main wheat crop slightly, confirming its expectation of an expanded area compared with last year. -Additional reporting by Ella Cao and Lewis Jackson in Beijing and Gus Trompiz in Paris ",N/A,"Markets,reuters"
2026-02-17T16:12:33.117116,https://www.producer.com/daily/u-s-grains-soybeans-turn-higher-as-traders-weigh-china-demand-wheat-climbs/,Cereals,Corn,U.S. grains: Soybeans turn higher as traders weigh China demand; wheat climbs,Julie Ingwersen,Published: 6 days ago,"Chicago | Reuters – Chicago soybean futures turned higher on Wednesday on technical buying and continued hopes of stronger Chinese demand, analysts said, with the benchmark contract heading back toward a two-month peak set last week. Wheat rose on what appeared to be fund-driven short-covering, while corn futures sagged in choppy trade. Chicago Board of Trade March soybean futures closed up 1-1/2 cents at $11.24 per bushel after reaching $11.28-1/4, the contract’s highest since February 6. ADVERTISEMENT Read Also Spain detects first swine fever cases outside initial Barcelona outbreak zone Two African swine fever cases have been detected in Spain among wild boar for the first time outside an original outbreak area near Barcelona, prompting additional restrictions on the movement of people and livestock, regional authorities in Catalonia said on Friday. CBOT March wheat gained nine cents to close at $5.37-1/4 a bushel while March corn settled down 1-1/4 cent at $4.27-1/2 a bushel. Soybeans rallied as traders gauged the likelihood of top global soy buyer China booking more U.S. soybeans. U.S. President Donald Trump said last week that China had increased its target for U.S. soybean purchases, and the U.S. Department of Agriculture in a monthly world crop report on Tuesday said, “China is reported to be considering buying more U.S. soybeans.” Brazil, the world’s biggest soy producer and exporter, has begun harvesting a record-large soybean crop that is expected to dominate the global export market in the coming months. But the prospect of China buying additional U.S. soy cargoes under a trade truce has buoyed the futures market. “The big unknown with China continues to be the big factor. We are finding that futures are just not able to set back very much in this environment,” said Terry Linn, analyst with Linn & Associates in Chicago. Wheat climbed despite a lack of news. Commodity funds hold a hefty net short position in CBOT wheat futures, leaving the market vulnerable to bouts of short-covering. Corn futures drifted lower, losing to soybeans and wheat on inter-market spreads. The market shrugged off confirmation from the USDA of private sales of 230,560 metric tons of U.S. corn to unknown destinations. ADVERTISEMENT -Additional reporting by Daphne Zhang and Lewis Jackson in Beijing, and Gus Trompiz in Paris ",N/A,"Markets,reuters"
